sample_id,cutting_speed,feed_rate,depth_of_cut,tool_nose_radius,material_hardness,tool_life,cutting_force,surface_roughness,power_consumption,material_removal_rate
2404,276.95,0.311,1.92,0.54,224.8,200.62,1394.52,0.0033,5.612,165.74
2405,180.85,0.413,0.57,1.02,228.1,225.04,550.8,0.003,1.643,40.17
2406,130.25,0.311,1.88,0.47,249.2,256.79,1509.47,0.0042,3.09,72.72
2407,219.4,0.124,1.34,1.08,266.1,360.38,460.61,0.0003,1.626,39.63
2408,294.93,0.378,2.0,0.73,285.4,175.35,2150.28,0.0036,10.359,211.88
2409,247.21,0.302,1.78,0.69,279.7,215.46,1459.42,0.0023,6.543,126.3
2410,214.4,0.175,0.78,0.93,251.5,340.77,337.28,0.0006,1.331,30.17
2411,252.66,0.144,0.6,0.67,243.9,342.81,215.09,0.0006,0.955,22.39
2412,182.21,0.344,1.79,1.1,185.3,206.09,1124.35,0.0019,3.696,113.55
2413,77.06,0.315,2.55,0.7,202.9,229.16,1688.13,0.0039,2.098,59.98
2414,116.15,0.458,0.74,0.73,211.0,232.86,728.91,0.0062,1.414,39.55
2415,206.56,0.274,1.36,0.57,240.6,247.44,888.41,0.0024,3.05,78.66
2416,144.93,0.285,2.3,0.98,221.9,232.38,1459.51,0.0016,3.29,103.83
2417,227.47,0.387,1.09,1.02,152.9,223.86,627.24,0.0026,2.471,104.08
2418,159.31,0.376,0.59,0.58,242.5,243.8,569.26,0.0046,1.314,33.27
2419,269.18,0.309,0.59,0.58,217.6,262.55,377.68,0.003,1.75,49.16
2420,271.22,0.416,0.99,1.15,197.4,200.36,835.1,0.0027,3.707,108.26
2421,209.06,0.393,1.84,0.46,276.2,182.58,1989.73,0.0061,7.239,143.23
2422,277.9,0.137,1.88,0.96,191.5,325.89,509.94,0.0003,2.439,68.88
2423,103.26,0.175,1.4,0.43,192.4,375.45,503.12,0.0019,0.805,24.74
2424,192.39,0.227,1.54,0.97,151.4,254.51,521.64,0.001,1.514,69.81
2425,265.5,0.249,1.44,1.01,194.3,229.02,685.29,0.0011,3.0,94.42
2426,169.67,0.396,1.78,0.46,216.0,199.09,1540.79,0.0062,4.207,109.96
2427,226.19,0.25,0.83,0.59,246.4,273.57,496.99,0.0018,2.023,48.19
2428,228.97,0.358,2.79,0.45,175.1,167.49,1648.87,0.0047,6.571,229.33
2429,282.01,0.257,0.61,0.96,193.7,243.96,291.18,0.0011,1.483,45.32
2430,197.01,0.229,1.28,0.5,290.0,265.76,852.5,0.0018,3.065,59.13
2431,171.39,0.175,2.25,0.84,154.6,280.94,648.41,0.0007,1.705,64.18
2432,196.47,0.156,2.63,0.42,165.4,294.0,644.16,0.001,2.411,83.98
2433,67.07,0.212,0.6,0.41,203.0,397.37,251.24,0.0031,0.284,8.66
2434,245.06,0.37,1.32,0.84,216.7,209.31,1066.95,0.0028,4.239,120.55
2435,181.99,0.142,0.84,1.05,289.4,374.75,343.48,0.0003,1.044,23.04
2436,210.47,0.265,1.36,0.58,265.6,231.49,1027.63,0.0022,3.268,65.43
2437,256.88,0.302,1.46,0.53,273.1,221.52,1154.48,0.003,4.919,123.79
2438,252.85,0.468,2.0,0.99,158.5,178.17,1513.28,0.0044,6.234,240.06
2439,255.71,0.44,2.1,1.07,255.1,163.34,2386.51,0.0031,9.813,228.94
2440,148.66,0.226,1.3,0.54,194.1,289.24,562.26,0.0019,1.448,43.07
2441,232.61,0.215,0.64,0.94,247.3,313.54,348.79,0.0009,1.333,31.7
2442,206.81,0.423,2.44,0.64,161.2,175.14,1531.51,0.0053,5.416,215.93
2443,278.64,0.242,2.26,0.52,253.6,216.58,1461.38,0.0021,6.343,169.33
2444,218.73,0.41,2.92,1.11,269.2,178.8,3503.71,0.0027,12.048,246.92
2445,56.51,0.231,1.55,0.79,289.4,391.74,1048.34,0.0019,0.976,21.35
2446,299.92,0.306,0.92,0.84,183.9,226.36,521.33,0.0019,2.697,82.45
2447,121.47,0.137,1.75,0.97,262.7,370.6,626.6,0.0004,1.243,28.66
2448,140.62,0.22,2.09,1.11,218.2,268.66,1025.96,0.0009,2.349,66.11
2449,297.0,0.417,1.45,0.86,243.5,159.92,1518.34,0.0037,7.99,186.7
2450,236.48,0.153,1.0,0.95,277.6,330.54,425.56,0.0004,1.565,37.45
2451,121.34,0.288,0.97,0.82,278.6,279.37,817.51,0.0022,1.515,35.31
2452,93.83,0.34,2.26,0.72,155.9,246.58,1234.32,0.0042,1.722,72.21
2453,180.63,0.307,1.02,1.02,194.8,244.31,562.7,0.0017,1.715,55.57
2454,208.25,0.27,0.54,0.42,220.7,282.36,302.71,0.0033,1.063,30.47
2455,246.84,0.401,2.8,0.57,274.1,175.94,3057.3,0.0051,12.891,276.16
2456,206.91,0.252,2.48,0.64,176.5,254.93,1189.48,0.0017,4.061,125.72
2457,193.84,0.183,1.46,1.09,182.4,309.64,476.0,0.0006,1.518,54.33
2458,213.54,0.38,1.36,0.78,210.6,201.2,1111.34,0.0032,3.668,117.26
2459,281.01,0.453,1.22,0.76,262.1,185.43,1433.4,0.0048,7.108,154.31
2460,139.62,0.292,2.76,1.04,186.5,217.92,1407.98,0.0016,3.786,121.58
2461,201.67,0.292,2.86,0.42,256.8,195.79,2327.1,0.0035,6.922,163.6
2462,91.75,0.391,1.1,0.78,187.0,275.42,832.91,0.0054,1.135,37.5
2463,80.66,0.318,1.07,1.06,156.4,310.28,535.15,0.0025,0.774,28.19
2464,114.82,0.437,2.88,0.8,264.1,189.63,3346.52,0.0053,6.307,134.51
2465,213.31,0.184,2.46,0.49,284.3,277.97,1323.34,0.0013,4.63,90.96
2466,118.54,0.189,1.94,0.7,171.1,279.5,651.5,0.0011,1.261,41.11
2467,151.52,0.193,0.58,1.08,199.0,388.01,225.68,0.0007,0.504,17.91
2468,117.07,0.474,2.21,0.93,213.9,200.89,2330.93,0.0056,4.036,121.57
2469,251.91,0.149,1.77,0.67,201.3,297.95,537.67,0.0006,2.103,65.49
2470,203.4,0.195,0.76,0.44,153.4,283.72,208.72,0.0016,0.751,29.63
2471,290.74,0.223,1.62,0.63,259.3,239.18,889.7,0.0014,4.633,102.64
2472,109.27,0.155,1.75,1.04,191.8,375.12,509.06,0.0006,0.902,29.38
2473,85.59,0.48,2.96,0.59,250.5,197.31,3499.41,0.0109,5.335,120.56
2474,275.74,0.151,1.01,0.73,267.1,319.87,458.21,0.0005,1.896,42.63
2475,72.11,0.308,1.24,0.83,236.1,299.36,956.93,0.0033,1.109,24.16
2476,52.73,0.416,1.15,1.05,189.8,281.22,914.63,0.0046,0.807,23.74
2477,157.46,0.339,0.65,0.72,195.4,259.04,447.81,0.0028,1.244,37.09
2478,89.72,0.214,1.02,0.83,219.2,368.9,467.91,0.0015,0.709,20.62
2479,68.54,0.25,1.34,1.19,297.8,327.07,1027.94,0.0014,1.078,23.07
2480,91.94,0.496,1.63,0.5,182.2,213.98,1352.22,0.0125,2.044,72.54
2481,67.58,0.456,1.0,1.01,202.4,246.15,841.18,0.006,1.088,31.44
2482,121.57,0.197,2.2,0.56,246.0,304.93,1029.56,0.0015,2.175,50.84
2483,104.28,0.241,1.73,0.47,293.6,322.95,1188.16,0.003,2.084,45.66
2484,199.2,0.211,2.33,0.98,232.8,245.05,1100.16,0.0008,3.748,104.22
2485,257.71,0.233,1.08,1.07,283.6,241.17,704.12,0.0009,3.238,67.35
2486,54.51,0.338,1.97,0.7,262.5,311.88,1699.38,0.0045,1.612,38.99
2487,293.48,0.252,0.66,1.19,243.6,264.53,388.83,0.0009,1.853,48.92
2488,81.78,0.335,1.77,0.96,195.8,259.73,1162.67,0.003,1.739,48.96
2489,149.67,0.205,2.76,0.41,199.0,279.71,1142.96,0.002,2.626,85.63
2490,258.34,0.182,1.12,0.55,173.7,289.35,363.74,0.0011,1.536,53.13
2491,169.41,0.125,1.64,0.63,191.2,410.66,378.06,0.0004,1.03,32.78
2492,294.69,0.473,1.94,1.18,298.7,152.77,2462.79,0.0033,13.777,279.04
2493,101.44,0.236,1.07,0.6,150.7,304.86,374.71,0.0024,0.651,25.59
2494,86.26,0.14,1.6,0.85,194.2,395.47,398.04,0.0006,0.619,19.69
2495,77.89,0.49,2.23,0.62,218.4,217.71,2307.35,0.0106,3.22,78.02
2496,256.49,0.245,1.37,0.77,246.7,231.0,878.89,0.0012,3.798,82.78
2497,114.23,0.27,2.72,0.86,294.8,259.58,2170.44,0.0019,4.528,77.98
2498,252.99,0.437,2.18,0.91,292.4,178.28,2727.92,0.0037,12.216,231.09
2499,89.72,0.335,0.99,0.77,280.9,301.27,860.97,0.0041,1.277,27.46
2500,71.66,0.101,2.75,0.57,213.9,464.24,570.39,0.0005,0.755,19.7
2501,93.98,0.286,2.12,0.89,160.6,289.45,955.57,0.0023,1.496,61.04
2502,95.37,0.287,1.92,0.76,287.8,283.61,1495.28,0.0027,2.423,50.38
2503,197.44,0.161,0.76,0.82,251.3,358.97,301.26,0.0006,0.986,23.56
2504,72.67,0.419,1.74,0.71,292.6,230.28,2102.15,0.0068,2.497,48.01
2505,179.02,0.368,2.44,0.97,180.8,197.04,1638.32,0.0024,4.369,163.38
2506,239.04,0.226,2.95,1.01,158.7,260.02,1078.62,0.0009,4.621,140.82
2507,117.87,0.478,1.29,0.45,175.1,208.04,1102.91,0.012,2.207,75.07
2508,255.81,0.32,0.94,0.52,236.1,232.76,641.48,0.0039,3.039,73.93
2509,213.05,0.319,2.95,1.07,212.0,203.16,1909.77,0.0017,7.619,193.48
2510,205.67,0.294,0.94,1.04,191.0,250.84,560.55,0.0014,1.804,58.0
2511,254.49,0.33,1.67,0.92,219.9,199.14,1128.3,0.0022,5.266,145.73
2512,132.49,0.432,1.72,0.54,161.7,214.44,1230.07,0.0074,2.806,102.97
2513,290.43,0.197,2.41,0.86,154.8,234.65,783.28,0.0008,3.641,135.26
2514,109.07,0.131,0.9,1.07,212.6,438.25,268.89,0.0004,0.454,13.67
2515,75.17,0.355,2.26,1.12,183.6,248.16,1384.67,0.0035,1.774,59.37
2516,83.56,0.435,2.37,0.71,274.3,222.59,2748.62,0.0078,3.826,91.35
2517,182.69,0.406,0.7,0.87,232.5,222.53,710.65,0.0036,2.066,50.34
2518,80.52,0.349,2.71,0.48,277.5,243.6,2825.73,0.0067,3.245,73.01
2519,104.47,0.405,1.26,1.19,225.1,239.18,1120.54,0.0034,1.775,55.46
2520,153.9,0.357,2.16,0.52,224.9,208.71,1861.4,0.0045,4.257,116.26
2521,144.4,0.316,0.68,0.88,299.0,267.62,654.12,0.0021,1.588,30.56
2522,244.29,0.402,2.54,0.58,259.3,185.21,2498.49,0.005,10.445,228.22
2523,251.73,0.29,1.71,0.97,204.3,209.09,1077.99,0.0015,4.175,121.82
2524,137.9,0.217,2.17,1.06,178.8,251.18,884.16,0.001,1.951,64.74
2525,71.75,0.351,1.49,0.53,167.6,273.92,800.41,0.0069,1.081,35.08
2526,111.06,0.298,1.71,0.76,269.4,262.96,1365.64,0.0026,2.684,54.8
2527,133.16,0.323,0.62,1.13,164.8,267.07,319.44,0.0019,0.755,25.81
2528,203.79,0.191,2.68,1.04,263.0,265.95,1419.72,0.0005,4.588,105.86
2529,272.37,0.338,2.8,0.69,254.3,168.08,2568.66,0.0031,10.266,265.49
2530,85.9,0.491,0.61,0.77,213.8,267.47,628.38,0.0086,0.939,27.49
2531,273.08,0.498,2.92,0.97,171.5,133.46,2559.51,0.0046,11.864,370.12
2532,129.06,0.28,1.46,1.13,185.1,240.12,797.93,0.0015,1.787,54.52
2533,142.2,0.166,1.76,0.92,156.7,314.22,480.56,0.0006,1.061,41.63
2534,120.49,0.356,1.0,1.06,251.5,263.9,894.07,0.0024,1.75,44.58
2535,133.81,0.237,1.5,0.63,256.5,310.34,879.14,0.002,1.87,44.54
2536,120.87,0.134,1.17,0.66,232.2,391.45,391.43,0.0006,0.8,19.37
2537,200.05,0.303,2.23,0.76,228.6,207.17,1669.67,0.0021,5.104,138.25
2538,271.99,0.179,1.6,1.0,246.0,295.05,675.8,0.0005,3.255,73.27
2539,223.5,0.101,1.87,0.72,195.5,380.51,412.22,0.0003,1.371,46.2
2540,148.04,0.113,1.4,1.08,207.6,370.41,324.25,0.0002,0.807,22.24
2541,201.49,0.319,2.5,1.0,265.7,226.85,1885.11,0.0018,7.027,151.29
2542,203.49,0.103,2.3,0.85,222.7,375.79,460.16,0.0002,1.705,46.92
2543,192.88,0.324,1.27,0.48,284.5,256.6,1264.73,0.0041,4.065,78.25
2544,196.12,0.122,2.73,0.64,170.7,333.81,553.69,0.0004,1.951,64.17
2545,190.28,0.348,2.95,0.65,293.4,200.48,3082.55,0.0032,10.11,199.77
2546,57.17,0.131,0.67,0.87,240.4,530.56,224.32,0.0006,0.204,5.18
2547,290.49,0.141,0.8,0.96,250.1,308.66,295.34,0.0004,1.306,32.13
2548,181.74,0.375,1.73,0.93,204.7,226.33,1276.7,0.0028,3.764,109.11
2549,85.3,0.404,1.31,0.6,260.7,250.88,1320.19,0.0078,2.003,46.68
2550,136.44,0.271,2.32,0.57,220.3,254.37,1532.37,0.0027,3.506,83.99
2551,183.0,0.412,2.13,0.74,296.2,176.66,2589.48,0.0041,7.498,155.43
2552,206.36,0.116,0.94,0.63,252.5,395.94,281.0,0.0004,0.89,22.33
2553,87.49,0.275,1.0,0.71,223.2,333.16,631.47,0.0028,0.95,24.24
2554,240.18,0.364,1.74,0.4,242.0,185.43,1515.57,0.0063,6.044,151.67
2555,185.68,0.44,1.33,0.51,192.3,199.38,1110.2,0.0061,3.634,108.52
2556,90.36,0.163,2.87,0.81,177.9,368.96,833.68,0.0009,1.272,44.49
2557,177.51,0.343,2.4,0.74,161.0,207.27,1409.13,0.0027,3.849,143.35
2558,123.27,0.113,2.36,0.61,168.6,409.1,461.54,0.0005,0.952,32.63
2559,104.52,0.186,0.71,1.12,297.0,385.77,403.62,0.0008,0.671,14.21
2560,146.98,0.356,2.69,0.93,275.9,226.13,2621.46,0.0027,6.748,146.8
2561,152.41,0.267,1.82,0.42,224.5,255.67,1116.96,0.0033,2.77,70.91
2562,286.87,0.46,2.25,0.87,192.1,152.69,1972.81,0.0041,10.058,280.17
2563,166.08,0.322,2.5,0.57,209.8,228.64,1592.82,0.0034,4.438,134.64
2564,63.36,0.148,1.68,0.93,246.2,434.18,585.88,0.0007,0.574,15.27
2565,86.75,0.449,1.03,0.64,256.0,256.27,1252.34,0.0088,1.68,37.98
2566,81.47,0.316,1.23,0.95,150.1,285.29,568.49,0.0029,0.79,30.43
2567,124.99,0.122,1.69,0.57,163.7,402.93,309.59,0.0005,0.765,26.15
2568,78.14,0.416,0.57,0.75,238.1,285.1,580.05,0.0065,0.69,17.96
2569,99.27,0.3,0.88,1.0,239.1,258.88,582.86,0.0024,1.052,25.5
2570,143.36,0.463,0.59,0.43,292.4,219.26,826.7,0.0102,1.944,38.52
2571,56.02,0.118,0.57,1.04,194.7,568.87,142.41,0.0004,0.107,3.74
2572,52.89,0.327,0.81,1.01,188.7,353.49,540.31,0.003,0.462,14.51
2573,53.2,0.173,2.03,1.05,203.8,392.53,745.54,0.0009,0.643,18.03
2574,253.48,0.497,0.57,0.93,212.2,190.34,578.79,0.0045,2.392,64.19
2575,188.18,0.195,2.09,1.08,183.6,271.82,834.08,0.0006,2.123,80.48
2576,210.55,0.111,1.42,0.83,153.1,413.49,244.65,0.0003,0.867,31.2
2577,193.22,0.453,1.8,0.93,203.7,175.95,1539.11,0.0038,5.109,168.42
2578,97.68,0.248,2.63,0.99,200.2,290.71,1422.93,0.0017,2.251,61.36
2579,205.58,0.332,2.86,0.59,158.8,202.2,1606.69,0.0035,5.32,178.72
2580,64.88,0.484,0.77,0.45,156.6,251.52,587.17,0.0156,0.649,25.23
2581,60.58,0.255,1.23,0.58,246.7,320.56,829.15,0.0035,0.778,21.86
2582,133.85,0.386,1.85,1.15,185.8,203.77,1253.05,0.0024,2.759,94.68
2583,178.34,0.126,1.77,1.17,296.8,340.81,712.52,0.0003,1.944,36.46
2584,50.73,0.24,0.68,1.0,234.2,371.28,395.61,0.0019,0.305,8.18
2585,185.28,0.315,2.69,0.44,213.7,211.02,1741.52,0.0041,5.11,163.01
2586,145.79,0.276,1.56,0.93,265.3,263.36,1131.17,0.0016,2.742,57.68
2587,114.85,0.371,2.0,0.53,282.7,233.13,1998.84,0.0063,3.901,86.92
2588,167.06,0.168,0.6,0.67,172.6,392.84,184.8,0.0008,0.435,17.23
2589,231.23,0.199,2.3,0.6,182.2,258.43,915.91,0.0012,3.294,107.73
2590,201.11,0.272,2.61,0.98,236.9,209.37,1634.24,0.0012,5.471,144.17
2591,92.27,0.422,0.86,0.78,261.9,226.87,853.08,0.0059,1.566,33.53
2592,297.61,0.352,2.48,0.41,282.1,177.74,2543.4,0.0053,13.275,270.31
2593,199.21,0.332,2.15,1.08,259.8,201.33,1840.16,0.0017,6.174,144.54
2594,284.56,0.425,2.17,0.68,195.6,158.66,1979.97,0.0048,8.871,276.85
2595,173.64,0.229,1.53,1.12,203.9,255.68,685.37,0.0008,2.104,56.55
2596,86.86,0.427,1.06,0.88,168.8,247.86,786.3,0.0057,1.152,41.1
2597,75.12,0.371,1.16,1.03,293.5,279.78,1186.96,0.0036,1.757,34.3
2598,167.75,0.365,2.89,0.87,159.8,198.48,1690.57,0.003,4.325,173.66
2599,126.36,0.255,2.92,0.47,272.8,260.56,2131.24,0.0029,4.163,95.91
2600,115.11,0.182,1.39,0.46,278.5,336.44,743.88,0.0018,1.44,29.26
2601,177.58,0.353,2.26,0.68,199.6,221.1,1621.34,0.003,4.859,126.25
2602,151.5,0.435,0.68,0.86,236.3,214.41,638.24,0.0041,1.855,47.67
2603,203.24,0.31,2.92,0.63,173.1,209.26,1633.28,0.0025,5.611,181.24
2604,112.31,0.225,0.65,0.61,223.5,342.95,337.01,0.0018,0.672,16.4
2605,66.48,0.453,2.38,0.7,246.0,221.12,2723.51,0.0083,3.031,73.38
2606,121.07,0.205,1.8,1.17,288.1,322.98,1039.18,0.0008,2.197,43.68
2607,135.82,0.18,1.77,1.07,229.2,329.37,717.17,0.0006,1.818,46.36
2608,194.23,0.131,2.38,1.13,226.6,332.43,716.9,0.0003,2.423,57.66
2609,195.67,0.437,1.24,1.12,243.1,204.52,1445.08,0.0029,4.551,104.28
2610,170.58,0.46,1.77,0.93,299.7,191.27,2373.64,0.0042,6.932,143.87
2611,266.49,0.13,0.84,0.88,227.7,354.68,248.64,0.0003,1.077,29.33
2612,268.43,0.423,2.46,0.41,157.1,167.23,1641.2,0.0071,6.866,285.12
2613,211.67,0.141,1.67,0.93,224.0,310.43,552.83,0.0004,1.947,53.45
2614,263.4,0.46,1.47,0.54,272.7,184.8,1893.42,0.0066,7.774,195.95
2615,221.86,0.45,2.16,0.85,256.5,167.83,2409.6,0.0043,9.23,190.45
2616,203.91,0.483,1.33,1.01,229.7,187.36,1379.79,0.004,5.021,137.46
2617,260.26,0.392,1.66,1.13,195.4,170.28,1261.61,0.0026,5.543,170.11
2618,275.37,0.186,2.17,0.99,261.4,249.75,1055.43,0.0006,4.562,112.08
2619,76.17,0.48,0.96,0.73,182.3,248.46,859.32,0.0092,1.141,33.04
2620,96.09,0.253,1.44,0.59,281.4,282.99,1081.39,0.0028,1.477,36.75
2621,152.94,0.227,2.85,0.61,209.7,241.75,1264.55,0.0016,3.339,93.73
2622,266.06,0.407,2.2,0.77,226.2,169.8,2013.46,0.0038,8.066,229.29
2623,148.33,0.147,1.06,0.61,160.1,344.8,245.14,0.0007,0.596,25.01
2624,131.69,0.151,1.07,0.59,297.8,350.06,496.25,0.0008,1.022,20.97
2625,208.04,0.322,2.94,1.03,266.1,186.8,2553.31,0.0018,8.573,189.56
2626,92.68,0.29,2.49,0.67,285.9,237.38,2321.33,0.0032,3.236,64.55
2627,120.2,0.34,2.75,0.86,247.3,231.2,2239.86,0.0031,4.587,119.36
2628,93.91,0.24,1.12,0.58,192.4,331.08,491.6,0.0028,0.851,26.64
2629,82.4,0.328,1.19,0.82,198.5,272.43,789.88,0.0036,1.032,33.05
2630,118.72,0.468,1.59,1.15,208.9,214.74,1547.87,0.0042,3.114,93.51
2631,194.47,0.439,2.57,1.13,167.6,172.44,1888.6,0.0032,6.077,214.09
2632,137.85,0.424,2.34,0.95,153.3,197.0,1528.44,0.0037,3.533,150.18
2633,62.62,0.216,2.63,0.48,182.5,347.38,1106.15,0.0029,1.024,32.78
2634,80.53,0.372,1.11,0.9,183.5,283.29,749.23,0.0041,1.046,35.88
2635,72.64,0.286,1.15,0.77,266.6,334.38,819.16,0.003,1.038,26.52
2636,291.12,0.188,1.97,0.96,273.8,273.58,971.32,0.0006,4.479,103.14
2637,255.01,0.11,0.76,0.93,193.7,420.9,161.39,0.0002,0.752,20.53
2638,241.89,0.29,1.04,1.02,198.1,239.37,563.22,0.0015,2.398,72.52
2639,70.75,0.305,1.32,0.67,245.3,291.9,1017.36,0.0039,1.218,28.67
2640,141.21,0.493,1.94,1.18,154.1,194.58,1521.63,0.0041,3.373,136.91
2641,65.95,0.377,0.65,1.05,156.5,325.35,379.44,0.0038,0.43,16.26
2642,79.46,0.157,1.42,1.07,220.1,413.65,448.55,0.0006,0.606,18.69
2643,281.06,0.404,1.6,0.8,168.8,173.9,1122.42,0.0038,5.308,191.26
2644,116.46,0.367,2.81,1.13,257.9,201.27,2815.75,0.0027,5.154,117.62
2645,92.31,0.118,0.97,0.94,162.3,413.98,176.08,0.0004,0.281,9.9
2646,75.21,0.169,1.37,0.66,262.4,404.59,634.14,0.0013,0.748,17.3
2647,61.24,0.476,1.27,1.13,190.9,247.92,1162.32,0.0062,1.138,33.73
2648,229.81,0.22,2.38,0.46,228.5,235.79,1161.44,0.0019,4.49,123.83
2649,248.49,0.3,1.08,0.58,219.7,221.32,715.93,0.0027,3.038,81.06
2650,265.13,0.44,2.55,0.65,283.6,162.2,3307.63,0.005,12.85,281.59
2651,204.61,0.325,1.66,0.48,269.5,208.11,1355.88,0.0043,4.918,107.28
2652,242.95,0.346,1.41,0.55,244.8,207.66,1242.83,0.0038,5.166,121.59
2653,243.29,0.464,1.58,1.12,243.2,176.23,1868.47,0.0034,7.416,169.1
2654,256.24,0.215,1.51,0.86,227.9,249.69,726.16,0.001,3.038,89.67
2655,67.47,0.294,1.31,1.08,256.2,315.32,1009.64,0.0026,1.119,27.69
2656,185.05,0.121,2.17,0.62,153.0,362.58,394.6,0.0004,1.211,48.03
2657,74.69,0.371,1.91,1.09,241.4,281.97,1580.73,0.004,2.205,52.72
2658,84.61,0.278,2.14,0.75,192.5,265.23,1109.11,0.003,1.598,46.34
2659,146.13,0.142,2.76,0.73,297.1,327.87,1229.7,0.0005,2.815,56.98
2660,57.93,0.342,1.28,0.75,272.8,286.25,1140.21,0.0047,1.234,24.83
2661,149.59,0.167,2.79,1.12,297.6,316.74,1475.33,0.0005,3.257,61.79
2662,257.5,0.171,1.05,0.65,268.2,277.76,451.07,0.0008,1.93,45.33
2663,181.58,0.203,1.27,0.77,289.1,293.42,756.26,0.001,2.303,46.05
2664,210.86,0.493,0.89,0.64,204.4,179.19,861.59,0.0074,3.029,90.03
2665,227.13,0.284,1.89,0.76,283.6,217.23,1584.04,0.0019,5.23,122.41
2666,138.86,0.309,1.82,0.95,183.7,253.34,1073.3,0.002,2.648,80.96
2667,94.74,0.107,0.9,0.7,166.0,475.24,165.17,0.0004,0.261,9.35
2668,260.29,0.268,2.67,0.82,220.6,198.02,1636.85,0.0015,7.342,177.34
2669,255.95,0.184,2.81,0.93,284.6,240.92,1608.01,0.0006,6.628,134.78
2670,258.97,0.336,2.08,1.14,289.5,197.66,1886.38,0.0016,9.02,186.97
2671,283.86,0.121,0.83,0.91,270.7,346.74,282.81,0.0003,1.279,29.11
2672,76.82,0.346,2.56,0.87,294.4,257.49,2747.48,0.0038,3.456,67.19
2673,245.05,0.119,1.21,0.9,264.5,361.19,365.11,0.0003,1.578,34.14
2674,210.43,0.427,1.22,1.19,215.9,185.5,1053.2,0.0028,3.961,112.5
2675,90.7,0.16,1.76,0.98,262.7,402.25,729.87,0.0007,1.16,25.18
2676,186.34,0.228,1.31,0.51,221.0,254.81,661.67,0.0019,2.135,55.33
2677,190.11,0.385,2.19,0.41,168.4,205.19,1461.0,0.0062,4.894,142.98
2678,243.17,0.236,2.37,0.75,206.6,231.13,1156.51,0.0014,4.355,126.37
2679,161.42,0.185,0.63,0.81,202.0,363.41,242.27,0.0008,0.629,17.93
2680,226.73,0.332,1.74,0.68,196.5,220.2,1048.39,0.0029,4.166,120.31
2681,175.29,0.485,0.55,0.56,217.3,221.41,547.46,0.0079,1.719,48.25
2682,269.36,0.232,2.57,0.7,187.9,221.8,1160.42,0.0013,5.092,174.41
2683,245.71,0.163,1.55,0.74,165.5,292.42,447.23,0.0006,1.665,56.59
2684,290.24,0.113,1.98,0.99,264.1,341.89,617.85,0.0002,2.754,64.18
2685,53.01,0.426,2.28,0.73,291.1,252.39,2848.58,0.0079,2.619,54.49
2686,252.86,0.415,0.88,0.59,189.9,203.01,714.34,0.0058,2.916,90.23
2687,62.54,0.293,2.78,1.03,205.0,294.67,1701.22,0.0024,1.8,53.51
2688,156.27,0.149,2.78,0.62,183.6,332.28,821.23,0.0007,1.861,65.12
2689,178.0,0.342,1.32,1.1,216.6,209.34,1025.35,0.0021,2.944,76.61
2690,187.68,0.459,2.7,0.52,162.3,185.55,2140.42,0.007,6.094,222.77
2691,68.65,0.135,1.93,0.72,194.0,424.51,484.93,0.0007,0.546,17.6
2692,224.51,0.15,2.87,0.47,291.5,292.28,1312.48,0.0008,4.526,92.53
2693,193.91,0.111,1.46,0.6,241.0,359.14,391.6,0.0004,1.144,29.72
2694,246.24,0.129,2.9,0.73,197.1,287.91,781.58,0.0004,2.972,99.67
2695,118.25,0.475,0.99,0.45,246.7,222.1,1121.72,0.0115,2.315,52.12
2696,188.88,0.277,2.96,0.45,244.1,219.21,1862.42,0.003,6.567,159.08
2697,240.37,0.329,1.05,0.74,266.1,218.19,900.09,0.0027,3.582,84.6
2698,55.8,0.319,1.06,0.46,259.5,344.01,886.91,0.0071,0.862,17.88
2699,200.22,0.18,2.54,0.82,184.0,260.33,865.96,0.0007,2.799,89.99
2700,166.68,0.328,1.77,1.13,265.3,222.95,1569.72,0.0017,4.417,92.87
2701,172.93,0.168,2.18,0.69,198.5,287.99,810.84,0.0007,2.154,61.15
2702,270.74,0.211,0.95,1.01,177.5,271.82,349.22,0.0007,1.57,54.4
2703,69.65,0.393,2.73,0.53,258.8,253.25,3021.81,0.0083,3.231,69.88
2704,283.4,0.237,2.07,0.41,256.7,241.89,1308.66,0.0025,5.734,145.55
2705,106.86,0.186,2.17,0.55,249.2,339.45,886.47,0.0015,1.82,42.81
2706,177.02,0.325,2.87,0.92,293.7,216.18,2669.43,0.002,8.38,178.02
2707,74.76,0.402,0.78,1.13,191.5,269.67,572.3,0.0041,0.726,21.55
2708,171.76,0.1,2.72,0.41,266.1,413.84,635.81,0.0005,1.945,43.85
2709,109.53,0.127,0.67,0.41,183.1,464.61,146.14,0.001,0.271,9.07
2710,193.87,0.237,2.19,0.99,237.7,245.61,1125.94,0.001,3.947,100.39
2711,291.36,0.319,1.32,0.48,231.6,221.9,900.16,0.004,5.035,127.03
2712,152.91,0.291,2.2,1.1,268.7,237.1,1745.12,0.0016,3.997,94.59
2713,232.57,0.14,2.73,0.52,249.4,303.18,1023.91,0.0007,3.592,89.69
2714,226.46,0.253,1.3,1.19,238.6,249.04,859.92,0.001,3.092,81.42
2715,249.44,0.25,1.64,1.18,154.8,229.22,632.72,0.0008,2.522,98.14
2716,255.08,0.211,2.14,1.06,268.9,241.8,1223.36,0.0007,5.054,115.51
