material_to_cut,blade_material,cutting_angle_deg,blade_thickness_mm,cutting_speed_m_per_min,applied_force_N,operating_temperature_C,lubrication,friction_coefficient,blade_lifespan_hrs,wear_estimation_pct,cutting_efficiency_pct,performance_score
Titanium,Carbide,18.88794654959827,4.206161685737894,69.50955140131767,1850.9138674325557,162.9612863713339,False,0.795,0.86,47.9,79.4,34.3
Aluminum,Carbide,20.361730826154325,9.845041001172376,189.88030545254497,644.0009425571033,523.6241744289428,True,0.29,5.93,44.1,67.6,54.6
Aluminum,Carbide,21.719688981869496,8.966256274415295,87.9500476655238,999.1408656004854,358.9120583339318,True,0.261,8.19,27.7,79.9,69.4
Steel,HSS,7.454208878603623,4.533384039657729,138.45117052742216,1518.5536462042685,337.5084988281345,False,0.732,0.37,57.5,72.2,30.6
Steel,HSS,21.449021819401327,4.441832357198685,60.30501758661187,589.3259449610038,364.72024600559473,False,0.648,0.47,38.4,78.1,36.9
Aluminum,Carbide,15.092848753181126,2.8282718974804384,59.54706874669668,445.38646013056103,166.31344454282947,False,0.496,8.48,23.9,82.3,53.3
Titanium,HSS,22.710476775063942,9.016246884075944,51.65288040870904,105.14546923612703,461.6393894340811,False,0.736,0.3,40.1,69.2,32.3
Steel,HSS,22.73173202120687,4.974128406612849,98.2662074348102,1027.1274698147367,307.98862591615995,True,0.402,0.43,30.7,84.3,53.9
Titanium,Carbide,5.483560875083404,6.580923137161022,115.91447641220972,1864.3731967799395,44.705645928593185,False,0.73,0.83,53.1,79.8,33.2
Titanium,HSS,12.657304309670778,9.20302183104745,21.93466983528472,634.8256366438159,122.75179212747783,False,0.776,0.36,26.6,73.7,37.8
Aluminum,Carbide,15.527975917305469,5.2648051877936455,169.92621697036063,182.41920524261403,493.6420101212956,False,0.527,7.51,47.7,75.2,45.4
Aluminum,HSS,18.56720179565804,8.454944347382735,112.29570065559778,1278.8194360180514,220.12596407032868,True,0.256,2.83,28.0,87.0,61.4
Aluminum,Carbide,10.723724933682679,5.442285009990057,48.29778621495777,206.72283739684627,468.59759366949885,False,0.482,7.77,33.0,77.1,49.3
Aluminum,HSS,10.042845213293045,7.607527512142021,32.112796250537976,1063.1332454994022,404.75850652414005,True,0.326,3.57,22.2,77.3,60.4
Steel,HSS,12.625314381780946,5.449475257537449,31.375873483279047,824.9064446504212,194.84667282133105,False,0.765,0.65,32.9,76.1,35.5
Steel,HSS,15.018773834997889,5.142073076437541,66.37582763453523,1003.3053221130073,93.68061552033217,True,0.427,0.4,10.5,87.2,58.2
Aluminum,Carbide,24.022924628108267,9.925673916495263,109.8725866347762,409.0165441069793,488.0282662043844,True,0.286,7.66,27.4,81.5,66.2
Steel,HSS,20.242169333948752,6.8987987360286,174.84311648053972,271.3835731112262,392.9906692812107,True,0.41,0.35,32.4,69.1,48.6
Aluminum,HSS,13.586423338754106,4.939129452983834,182.53377684036263,1523.0826677221578,194.4625549604927,False,0.479,2.37,53.5,69.8,33.7
Titanium,Carbide,6.087323568803676,4.062555816694543,169.8190255962927,566.7668441132071,323.4994815700521,False,0.793,0.77,56.9,64.1,29.1
Titanium,Carbide,8.370411842875187,2.318130961836931,79.14142426173026,1620.805781321274,374.9037814804517,False,0.889,0.86,58.6,75.0,31.9
Titanium,HSS,14.11848848638834,7.652530721989816,75.18039530709788,1541.0498358763734,21.228742574029763,True,0.509,0.24,24.3,80.6,55.1
Aluminum,HSS,21.276518001974086,4.977259425562096,197.74250212789957,476.91985435715384,408.8976993746839,False,0.518,2.36,52.2,63.0,31.5
Titanium,HSS,12.613910713546879,8.57003331023012,142.6305133977426,1825.7519583887506,400.5252789077227,True,0.491,0.2,42.2,77.6,47.5
Steel,HSS,15.769933014901195,4.91094768497855,74.89134942635752,406.43122370388454,67.8954845301724,False,0.703,0.41,26.8,83.3,38.4
Titanium,Carbide,22.836097721702043,4.986633539400242,79.23442741846463,1614.5769222159238,476.8969335560404,False,0.804,1.02,61.6,76.4,30.7
Titanium,HSS,23.27592518853258,8.233448051254049,98.23599907592545,899.0140693837421,498.5515329962996,False,0.849,0.29,58.3,75.3,30.8
Titanium,HSS,9.315499928853788,5.91573325402123,131.92520560847072,447.730999809408,188.29423302379976,False,0.804,0.21,39.5,75.3,34.5
Steel,Carbide,5.871898435851888,9.079158164811144,181.6362487949022,1882.4115016315113,114.08334115298712,False,0.693,1.59,57.9,62.3,29.2
Aluminum,HSS,11.108210619430299,6.721086053636416,55.695281545353666,1930.1892241609469,418.15926947003265,True,0.269,3.12,31.1,75.5,58.2
Steel,HSS,18.916046296515603,3.925158508115012,35.192611583203266,1071.6085324279627,91.54309190072367,True,0.424,0.51,7.9,75.4,56.9
Aluminum,HSS,24.02224401952533,6.546174834400268,93.03538231176186,991.4315834909193,517.6646018359463,False,0.482,2.78,52.4,79.3,38.3
Aluminum,Carbide,6.540639999682279,2.032013407477616,64.1819868699038,1811.5992922911914,298.47510132579526,True,0.295,9.12,32.5,71.8,67.4
Titanium,Carbide,5.56967621098543,4.499178997749754,123.6858812190386,1232.6596874565003,547.6892095524398,False,0.771,0.77,63.3,75.8,27.8
Aluminum,HSS,22.682944259714436,3.663618723982485,145.85867068653587,605.473384240873,392.4582357641862,False,0.502,2.43,51.7,72.0,35.0
Steel,HSS,19.96290538206282,7.2335028448234775,75.93247166913739,907.874788023767,185.35351425464899,False,0.68,0.4,42.7,81.5,36.9
Steel,Carbide,24.844971583111505,3.08830866799844,143.38123199515795,1688.379249103286,291.4618750870223,False,0.662,1.77,63.7,68.2,28.5
Aluminum,HSS,12.935857629313062,4.320779574091785,81.7665058744052,1733.1702839740458,327.02134563262643,True,0.338,3.12,36.1,85.8,57.7
Titanium,HSS,13.321018102735387,4.650468434587163,134.29426513992718,1884.5803266148755,492.7920256439079,True,0.436,0.25,49.7,80.3,47.6
Titanium,Carbide,8.446236745948992,2.0263458309110787,133.95094521453197,647.6956856373708,519.8759952186334,True,0.457,0.69,32.4,77.0,53.1
Steel,Carbide,7.316943051946769,2.374132546022669,70.06874661589588,1391.9102382386502,416.14683020420466,True,0.431,2.1,32.2,75.6,52.8
Titanium,Carbide,16.57436021180476,4.489009023820182,134.43009530783664,229.93874343564175,190.63490100016062,True,0.51,0.88,19.1,88.0,57.6
Aluminum,HSS,12.28570002589665,3.7788516255352977,88.57191723025805,1479.2150455008282,326.5697346184155,False,0.499,2.6,46.0,80.9,40.2
Aluminum,HSS,6.606328958904902,2.9352539089212444,80.56188998491974,1170.0794110869185,95.76067438056994,False,0.496,2.93,30.7,82.8,44.3
Steel,HSS,22.739741390466396,3.2332932508316636,72.07179447196867,574.5555768702093,153.46349576365455,True,0.381,0.53,11.2,77.7,57.1
Aluminum,HSS,8.967129364986661,8.68429569104069,82.21614682417201,1343.8006389822829,195.77400784565114,True,0.279,2.69,18.4,85.7,63.5
Steel,Carbide,19.971686940070654,7.466556604101621,161.61408057100664,356.8459939647796,62.200760317885184,False,0.649,1.88,40.1,72.9,35.2
Aluminum,HSS,10.644571922362223,5.872940248013198,64.1321865510531,734.2319637960554,533.2933912890425,False,0.495,3.04,44.0,81.7,39.8
Steel,HSS,21.258096615055983,9.27099820989546,142.75773292633573,861.7358377085087,91.13362279061796,False,0.714,0.43,49.2,76.4,32.0
Titanium,Carbide,7.367936828553081,2.2364223275329485,182.11170529656204,1576.5606111700997,424.16646112956255,True,0.492,0.84,54.7,59.4,42.3
Aluminum,Carbide,20.12143220443523,4.759479487550556,83.07720938622118,686.6901824027681,313.28388391435146,False,0.447,6.75,41.6,81.3,46.7
Aluminum,HSS,6.962377478010248,8.58706974003247,25.31217160908207,193.16583897525072,502.4253405739678,True,0.319,3.97,16.6,70.3,61.1
Steel,Carbide,13.938315757138867,7.026311956682571,24.429085242498218,443.4073193160703,449.8007339656754,False,0.739,2.63,30.6,75.7,40.3
Steel,Carbide,19.680087011992093,9.853499475935894,45.11051990305478,1255.376948592774,460.6480430970177,False,0.689,1.95,45.9,72.7,36.4
Aluminum,HSS,8.464367623738012,9.556119386305674,39.808071757759805,128.97572296068938,262.64084104155256,True,0.347,3.66,5.8,75.6,63.6
Steel,HSS,10.71329977693446,3.3595399285998697,154.65534497685798,1605.241317313743,503.7061588197305,False,0.686,0.43,72.4,65.7,24.0
Aluminum,HSS,22.295339841843955,9.775895977565373,73.07312904332707,1812.1281488812278,74.95028784034736,False,0.454,3.15,40.5,76.6,39.6
Titanium,HSS,22.70238641815292,9.564278287792579,137.45175924812315,1041.2554554790368,277.76302919917225,False,0.796,0.23,52.4,69.0,30.1
Steel,Carbide,5.898709049054524,4.988887560589459,27.641978430565466,1444.4977948979626,596.8761552640027,True,0.411,2.37,35.1,67.3,51.0
Aluminum,Carbide,8.361811707059505,9.863042333511622,73.23324969406566,979.0859019743573,569.9064361246707,True,0.332,7.7,31.9,77.1,63.9
Titanium,HSS,7.34943880545718,2.286753218596486,62.14632224191048,686.6502595782072,67.68329928963007,False,0.77,0.29,30.7,78.1,35.4
Titanium,HSS,8.59386189302606,7.286004439306385,69.8384918634253,413.2461194854078,352.33164171676583,True,0.492,0.27,18.0,78.9,55.9
Aluminum,Carbide,24.40375448612545,4.12918243411527,54.3291984440839,1084.5083465059822,203.07735481736424,False,0.448,8.52,28.3,76.6,51.5
Steel,HSS,16.03310497580913,3.035704772762557,131.22488379841758,1866.790179641866,442.5140703057275,True,0.404,0.44,47.3,76.8,50.0
Aluminum,HSS,14.362247809098536,6.620279399550773,139.28111653820002,1790.9471170811958,446.75671151616837,True,0.289,2.9,46.6,81.4,55.3
Titanium,HSS,24.68934746185232,4.450802465481555,46.72378828698685,1847.2890207514774,20.05409545232087,True,0.465,0.27,16.0,73.8,53.6
Aluminum,HSS,16.13912259721471,7.334602750489208,153.4062772306564,1936.1848141862097,510.5751248473866,False,0.453,2.67,66.7,71.3,32.1
Steel,Carbide,18.222358546910492,6.319848416915362,65.00818572655321,414.18015707764454,149.67797048723537,True,0.404,1.99,14.3,87.4,62.3
Titanium,HSS,11.655410920983604,5.140715207269276,70.92605044992177,378.39814844986586,580.2258362471734,True,0.481,0.28,24.1,84.2,56.7
Aluminum,Carbide,12.642297290190372,3.4545772905191834,169.18550099185205,912.7466749140991,545.150158579741,True,0.332,6.93,40.4,72.5,61.3
Steel,HSS,16.88818767618146,6.810001579777413,182.20986474881457,1409.6919186498642,130.5822484471405,False,0.677,0.37,59.0,68.9,27.3
Titanium,HSS,6.395715680009295,8.633845035804413,168.45613642431618,935.4184479343021,389.07454589867217,False,0.769,0.2,62.5,62.9,25.5
Steel,Carbide,10.117657720895503,6.80003574807425,46.59730766316724,1795.473304786256,191.8837574858498,False,0.768,2.44,47.1,72.8,35.3
Titanium,HSS,8.936234989206142,6.884180446189486,199.86817431737356,1463.0533192002913,79.73079850747033,False,0.736,0.22,55.3,60.1,26.0
Aluminum,Carbide,5.317867862800072,6.094698913182146,140.9879746608263,1304.5445303477838,526.921350300481,True,0.277,6.91,39.0,74.2,60.5
Steel,HSS,15.738025410408438,5.105920938626333,111.92035187732672,234.97187221061978,124.87935388382337,False,0.668,0.42,32.2,89.6,38.9
Titanium,HSS,16.221056790477583,5.65966433306837,191.8714533956184,433.13731222012143,264.16118503952737,False,0.75,0.23,51.2,66.5,30.4
Steel,HSS,12.678784460745177,9.916334056960658,167.12847117678683,913.4921330662352,556.0296930910288,False,0.697,0.37,61.7,66.3,25.3
Steel,HSS,10.374549389295817,7.997348016842321,144.51374713317261,1955.1120617801764,63.70551801040748,False,0.733,0.35,53.1,73.4,30.9
Aluminum,HSS,18.041197519892496,5.444475711839956,170.911504726784,735.3765273090579,339.3390075218447,False,0.531,2.66,49.1,73.1,34.2
Steel,Carbide,7.693183227689138,5.658371199636163,89.3839849900267,1296.9533787799712,351.84373594597895,False,0.717,2.11,45.7,82.8,37.1
Titanium,Carbide,15.372300632706681,5.997056061997938,143.19892017923843,1978.9214630792285,462.57869219293696,True,0.516,0.83,48.6,77.0,48.5
Titanium,HSS,20.3614797162124,7.274513555030503,54.30440337135825,601.647611909234,499.7359044601369,False,0.793,0.3,46.2,71.8,31.0
Titanium,HSS,8.285959679049446,5.727665873724118,197.84011434807837,416.66734415900055,266.003400961113,True,0.48,0.23,38.6,70.3,46.4
Titanium,Carbide,20.065190771916374,7.489432947513947,126.01670601681262,1138.0332360545997,451.33616360480534,True,0.487,0.73,36.8,81.1,51.6
Aluminum,Carbide,20.21589018306796,4.633502453182783,166.56270453835535,1148.5917419716977,548.0548039457002,False,0.538,6.64,61.0,71.5,39.5
Steel,HSS,6.1985329646090985,5.285117056168992,93.32117849558611,1851.584601765379,534.0343954523987,True,0.408,0.39,42.9,75.1,47.8
Aluminum,HSS,5.375686521743637,8.912424997630778,156.54598746953252,150.2171808640535,311.05505979722096,True,0.336,2.84,28.5,71.4,54.4
Steel,Carbide,24.478708119763898,4.631245237612341,89.72928190448489,874.0176928011682,372.0771387176958,True,0.467,1.7,27.8,80.8,57.7
Steel,HSS,8.8676531899765,9.715493865400013,126.20091565290491,693.4615010701463,410.2291399105036,True,0.429,0.37,32.8,73.4,50.7
Steel,Carbide,21.442784182002057,3.3800395758791435,160.0642668235362,1185.000348280318,495.083103951517,False,0.724,1.59,60.6,69.6,28.5
Aluminum,HSS,16.237013060905973,3.9334385256573814,40.96530439332294,117.72767423527135,314.48519210619503,True,0.265,3.18,9.6,76.8,60.7
Steel,Carbide,10.289443150739936,5.709438006039263,84.22145324653668,1451.0212359621419,84.90201119172065,False,0.717,2.15,39.9,79.3,37.2
Aluminum,Carbide,7.599408732376252,8.379269808442956,118.08865081569745,1021.4805107367459,243.4750075278233,False,0.517,6.72,49.2,75.9,44.6
Titanium,HSS,14.93354547155455,7.852603821026669,80.11958709587046,1431.3094911838214,437.7172060643209,True,0.488,0.29,34.1,85.3,51.4
Titanium,Carbide,13.147096232588996,3.395728140915118,75.65010225601858,950.8318059280301,381.8033882066553,True,0.506,0.93,24.6,84.4,55.3
Steel,HSS,18.977721702341356,3.8934802077426953,70.6995361248882,1000.9663830659134,457.0252448608603,True,0.425,0.51,27.0,77.7,51.7
Aluminum,HSS,23.083370990954535,6.6021039124067,61.00252792568507,1801.5444833375695,309.9731682269526,True,0.29,3.36,31.6,81.1,59.8
Titanium,HSS,21.104961739268767,4.361317962389624,172.8028212600135,500.70648238652484,121.15476807621641,False,0.797,0.21,52.3,69.6,27.9
Aluminum,HSS,10.489041004096238,5.378602595836828,186.26404329210663,513.2285955799491,86.82037239216577,True,0.297,2.34,24.8,70.2,54.8
Aluminum,Carbide,22.578664369046116,5.892753403896231,146.03050066813904,1163.0055307095786,299.13192462783405,True,0.3,7.6,29.1,76.5,64.5
Steel,HSS,21.667826282092083,6.753968042803237,25.39991229771381,1354.426121653395,139.3204050049227,False,0.689,0.66,29.1,74.4,35.8
Titanium,HSS,23.582724674435365,4.008410595514123,161.52197512322036,773.9076436160817,589.7147950711803,False,0.788,0.21,68.3,62.8,25.4
Steel,HSS,14.173216420759754,3.3051211484396763,115.74917140076576,1087.071217898325,135.27672372481703,False,0.719,0.46,41.0,81.1,34.8
Steel,HSS,20.37150344818797,5.188507102352212,156.4598158190491,532.9271640233112,348.7348909200026,False,0.701,0.41,48.2,74.6,33.0
Titanium,Carbide,16.833161310473407,2.6562097988448006,98.72090725930934,358.23018238867377,21.025401830657827,True,0.445,0.9,10.9,87.6,59.2
Titanium,HSS,11.210055050989666,6.214121368727298,27.43074467993357,552.6990351258798,167.11414767539776,True,0.497,0.34,12.6,74.7,55.7
Aluminum,Carbide,24.888620050855266,8.716841273879794,142.71409745782364,1841.108812470799,170.30032258708536,False,0.473,6.16,57.2,72.1,37.9
Titanium,Carbide,5.766149336793227,2.9518052754617488,99.94312865517078,1623.4541949195423,448.0327126572826,True,0.537,0.77,36.3,77.1,50.2
Aluminum,Carbide,8.245451451181493,2.901844257036232,177.32782919814437,366.46678850819944,307.46316035578656,False,0.47,7.92,49.1,71.2,45.3
Aluminum,HSS,22.850847250637898,2.641742390938817,152.86482862785692,188.4645816188838,27.013273586253383,True,0.358,2.31,15.9,74.5,60.5
Aluminum,HSS,6.21125686825267,8.782890318095216,84.72111460000569,277.05144650701095,239.91914453641095,False,0.514,2.85,33.9,81.3,42.8
Titanium,HSS,22.736413346870435,2.645639159425304,150.33475276108734,657.5223279317375,393.9730363018159,False,0.787,0.19,59.7,72.0,28.6
Steel,HSS,19.304429521164018,9.867696283075222,109.13754790091554,1641.5821299302042,389.2900338250303,False,0.677,0.37,60.7,77.7,30.4
Aluminum,Carbide,5.733680107890846,4.866650352368944,55.899911406718125,710.6115245535176,51.25545424328217,True,0.318,9.15,9.8,82.4,76.0
Steel,Carbide,13.586400857083532,4.630097273139815,95.57953749923993,452.7450002100184,558.7695007766415,True,0.409,1.75,26.3,85.3,59.7
Steel,HSS,20.089429500044744,2.7330540167763937,60.06123101155626,852.0981003701226,163.25481987347138,True,0.398,0.43,15.5,75.7,57.1
Titanium,HSS,16.662005692615992,6.685129701107335,20.89577358890788,335.701882448508,537.0851461808028,True,0.461,0.42,17.3,73.7,53.3
Steel,HSS,23.71742583928916,6.687057698822334,64.42323924604628,993.4120050061201,143.78037863805034,True,0.419,0.52,14.8,76.2,54.3
Steel,HSS,22.352880658239997,5.950446618321142,57.71383866348506,1383.5528938279822,349.35316487487205,False,0.702,0.42,47.6,76.3,31.5
Titanium,HSS,11.65295270668292,4.48816117772707,20.780643563642272,800.8123774732207,255.52657878264495,False,0.836,0.42,33.4,73.6,36.4
Aluminum,HSS,6.692543910401807,4.94864712052337,161.1065662580392,429.8618422873505,357.1825842249181,False,0.493,2.69,46.4,70.5,34.7
Steel,HSS,23.885140792913027,4.564027149389904,33.85728887075339,961.0752159985054,308.76043221660086,False,0.717,0.58,37.9,66.9,31.3
Titanium,Carbide,15.345735355358531,5.409171266244015,100.83063330899878,1548.7295417059493,21.18744029513558,False,0.787,0.99,40.0,84.5,39.3
Steel,Carbide,6.487952487438971,4.734304843849808,95.21897162547168,245.52907811818199,223.77277738318304,False,0.673,1.9,36.3,84.4,39.6
Steel,Carbide,21.33151226718559,7.404138558922,52.65346111499783,234.78053184454515,26.505950671225676,False,0.679,2.02,18.3,75.2,41.8
Aluminum,Carbide,22.370129413707822,4.366291778778158,194.03633117672857,704.4104049223936,416.35259010170284,False,0.405,7.45,57.9,61.7,38.7
Steel,HSS,17.78849280353142,4.806705851955633,128.6720488868345,888.6002960673643,515.0275670093478,True,0.421,0.34,40.4,80.1,49.6
Titanium,HSS,13.950179313726798,5.483679078313185,166.43234823047044,511.2964878839465,243.13438779171912,True,0.467,0.23,35.7,73.8,51.0
Steel,HSS,18.243460246471454,2.031694674167202,109.30530030229104,151.13019928390122,324.385181789503,True,0.413,0.39,23.2,87.7,57.4
Aluminum,HSS,19.133673914102474,5.936660593767136,150.10614512712436,517.1633196362092,58.18566136397018,True,0.283,2.49,21.2,83.2,59.5
Aluminum,HSS,22.86059916171936,4.046558425543477,194.56025749611644,927.2027565601496,243.4144971118487,True,0.301,2.68,34.1,63.8,50.8
Titanium,Carbide,24.11723360749476,2.4492036321961432,82.71297448455827,250.91195442882182,100.539035730149,False,0.841,1.0,28.3,74.3,38.4
Aluminum,HSS,15.286418647818227,9.28817039011836,110.76749348779018,1460.1944744235439,57.527066590034316,False,0.52,2.93,46.0,80.0,39.7
Steel,Carbide,20.96989067053125,4.579349871095456,112.61664176456118,1148.9916043794374,119.77922555050979,False,0.674,1.84,46.0,79.1,36.3
Aluminum,HSS,24.290191119833096,5.408682109381634,198.55906693834496,925.4364176246564,525.0894872677441,False,0.544,2.46,67.6,59.8,29.2
Titanium,Carbide,8.02486676293932,8.618745266705934,61.95784635059835,1085.5525021044734,589.6785539307905,True,0.554,0.88,33.8,76.6,51.7
